"SKU*","Name","Brand","Primary Supplier Name","Supplier Item Code","UPC/EAN","Pick Zone"
"10101299","Product number 290","Unbranded/Generic","Company A","ABCDEF412","9411234561200","WH1-RACK4"
"10101300","Product number 291","Unbranded/Generic","Company A","ABCDEF413","9411234561201",""
"10101301","Product number 292","Unbranded/Generic","Company A","ABCDEF414","9411234561202","WH1-FR1"
"10101302","Product number 293","Unbranded/Generic","Company A","ABCDEF415","9411234561203","WH1-FR1"
"10101303","Product number 294","Unbranded/Generic","Company A","ABCDEF416","9411234561204","WH1-DESK1"
"10101304","Product number 295","Unbranded/Generic","Company A","ABCDEF417","9411234561205",""
"10101305","Product number 296","Unbranded/Generic","Company A","ABCDEF418","9411234561206","WH1-FW2"
"10101306","Product number 297","Unbranded/Generic","Company A","ABCDEF419","9411234561207","WH1-FW2"
"10101307","Product number 298","Unbranded/Generic","Company A","ABCDEF420","9411234561208","WH1-FW2"
"10101308","Product number 299","Unbranded/Generic","Company A","ABCDEF421","9411234561209","WH1-RACK10"
"10101309","Product number 300","Unbranded/Generic","Company A","ABCDEF422","9411234561210","WH1-RACK9"
"10101310","Product number 301","Unbranded/Generic","Company A","ABCDEF423","9411234561211","WH1-RACK9"
"10101311","Product number 302","Unbranded/Generic","Company A","ABCDEF424","9411234561212","WH1-RACK9"
"10101312","Product number 303","Unbranded/Generic","Company A","ABCDEF425","9411234561213",""
"10101313","Product number 304","Unbranded/Generic","Company A","ABCDEF426","9411234561214",""
"10101314","Product number 305","Unbranded/Generic","Company A","ABCDEF427","9411234561215",""
"10101315","Product number 306","Unbranded/Generic","Company A","ABCDEF428","9411234561216",""
"10101316","Product number 307","Unbranded/Generic","Company A","ABCDEF429","9411234561217",""
"10101317","Product number 308","Unbranded/Generic","Company A","ABCDEF430","9411234561218",""
"10101318","Product number 309","Unbranded/Generic","Company A","ABCDEF431","9411234561219",""
"10101319","Product number 310","Unbranded/Generic","Company A","ABCDEF432","9411234561220",""
"10101320","Product number 311","Unbranded/Generic","Company A","ABCDEF433","9411234561221",""
"10101321","Product number 312","Unbranded/Generic","Company A","ABCDEF434","9411234561222",""
"10101322","Product number 313","Unbranded/Generic","Company A","ABCDEF435","9411234561223",""
"10101323","Product number 314","Unbranded/Generic","Company A","ABCDEF436","9411234561224",""
"10101324","Product number 315","Unbranded/Generic","Company A","ABCDEF437","9411234561225",""
"10101325","Product number 316","Unbranded/Generic","Company A","ABCDEF438","9411234561226","WH1-RACK4"
"10101326","Product number 317","Unbranded/Generic","Company A","ABCDEF439","9411234561227",""
"10101327","Product number 318","Unbranded/Generic","Company A","ABCDEF440","9411234561228","WH1-FR1"
"10101328","Product number 319","Unbranded/Generic","Company A","ABCDEF441","9411234561229",""
"10101329","Product number 320","Unbranded/Generic","Company A","ABCDEF442","9411234561230",""
"10101330","Product number 321","Unbranded/Generic","Company A","ABCDEF443","9411234561231",""
"10101331","Product number 322","Unbranded/Generic","Company A","ABCDEF444","9411234561232",""
"10101332","Product number 323","Unbranded/Generic","Company A","ABCDEF445","9411234561233",""
"10101333","Product number 324","Unbranded/Generic","Company A","ABCDEF446","9411234561234",""
"10101334","Product number 325","Unbranded/Generic","Company A","ABCDEF447","9411234561235","WH1-RACK7"
"10101335","Product number 326","Unbranded/Generic","Company A","ABCDEF448","9411234561236",""
"10101336","Product number 327","Unbranded/Generic","Company A","ABCDEF449","9411234561237","WH1-RACK7"
"10101337","Product number 328","Unbranded/Generic","Company A","ABCDEF450","9411234561238",""
"10101338","Product number 329","Unbranded/Generic","Company A","ABCDEF451","9411234561239",""
"10101339","Product number 330","Unbranded/Generic","Company A","ABCDEF452","9411234561240",""
"10101340","Product number 331","Unbranded/Generic","Company A","ABCDEF453","9411234561241",""
"10101341","Product number 332","Unbranded/Generic","Company A","ABCDEF454","9411234561242",""
"10101342","Product number 333","Unbranded/Generic","Company A","ABCDEF455","9411234561243","WH1-FR1"
"10101343","Product number 334","Unbranded/Generic","Company A","ABCDEF456","9411234561244","WH1-FR1"
"10101344","Product number 335","Unbranded/Generic","Company A","ABCDEF457","9411234561245","WH1-FR1"
"10101345","Product number 336","Unbranded/Generic","Company A","ABCDEF458","9411234561246","WH1-FR2"
"10101346","Product number 337","Unbranded/Generic","Company A","ABCDEF459","9411234561247",""
"10101347","Product number 338","Unbranded/Generic","Company A","ABCDEF460","9411234561248",""
"10101348","Product number 339","Unbranded/Generic","Company A","ABCDEF461","9411234561249",""
"10101349","Product number 340","Unbranded/Generic","Company A","ABCDEF462","9411234561250",""
"10101350","Product number 341","Unbranded/Generic","Company A","ABCDEF463","9411234561251","WH1-FR2"
"10101351","Product number 342","Unbranded/Generic","Company A","ABCDEF464","9411234561252",""
"10101352","Product number 343","Unbranded/Generic","Company A","ABCDEF465","9411234561253",""
"10101353","Product number 344","Unbranded/Generic","Company A","ABCDEF466","9411234561254","WH1-DESK4"
"10101354","Product number 345","Unbranded/Generic","Company A","ABCDEF467","9411234561255",""
"10101355","Product number 346","Unbranded/Generic","Company A","ABCDEF468","9411234561256",""
"10101356","Product number 347","Unbranded/Generic","Company A","ABCDEF469","9411234561257","WH2-P13"
"10101357","Product number 348","Unbranded/Generic","Company A","ABCDEF470","9411234561258",""
"10101358","Product number 349","Unbranded/Generic","Company A","ABCDEF471","9411234561259",""
"10101359","Product number 350","Unbranded/Generic","Company A","ABCDEF472","9411234561260","WH2-P13"
"10101360","Product number 351","Unbranded/Generic","Company A","ABCDEF473","9411234561261","WH2-P13"
"10101361","Product number 352","Unbranded/Generic","Company A","ABCDEF474","9411234561262","WH2-P13"
"10101362","Product number 353","Unbranded/Generic","Company A","ABCDEF475","9411234561263","WH2-P13"
"10101363","Product number 354","Unbranded/Generic","Company A","ABCDEF476","9411234561264","WH2-P13"
"10101364","Product number 355","Unbranded/Generic","Company A","ABCDEF477","9411234561265",""
"10101365","Product number 356","Unbranded/Generic","Company A","ABCDEF478","9411234561266","WH1-RACK2"
"10101366","Product number 357","Unbranded/Generic","Company A","ABCDEF479","9411234561267",""
"10101367","Product number 358","Unbranded/Generic","Company A","ABCDEF480","9411234561268",""
"10101368","Product number 359","Unbranded/Generic","Company A","ABCDEF481","9411234561269",""
"10101369","Product number 360","Unbranded/Generic","Company A","ABCDEF482","9411234561270",""
"10101370","Product number 361","Unbranded/Generic","Company A","ABCDEF483","9411234561271",""
"10101371","Product number 362","Unbranded/Generic","Company A","ABCDEF484","9411234561272",""
"10101372","Product number 363","Unbranded/Generic","Company A","ABCDEF485","9411234561273",""
"10101373","Product number 364","Unbranded/Generic","Company A","ABCDEF486","9411234561274",""
"10101374","Product number 365","Unbranded/Generic","Company A","ABCDEF487","9411234561275",""
"10101375","Product number 366","Unbranded/Generic","Company A","ABCDEF488","9411234561276","WH1-RACK13"
"10101376","Product number 367","Unbranded/Generic","Company A","ABCDEF489","9411234561277",""
"10101377","Product number 368","Unbranded/Generic","Company A","ABCDEF490","9411234561278","WH1-RACK8"
"10101378","Product number 369","Unbranded/Generic","Company A","ABCDEF491","9411234561279","WH1-RACK12"
"10101379","Product number 370","Unbranded/Generic","Company A","ABCDEF492","9411234561280",""
"10101380","Product number 371","Unbranded/Generic","Company A","ABCDEF493","9411234561281",""
"10101381","Product number 372","Unbranded/Generic","Company A","ABCDEF494","9411234561282","WH1-RACK8"
"10101382","Product number 373","Unbranded/Generic","Company A","ABCDEF495","9411234561283","WH1-RACK8"
"10101383","Product number 374","Unbranded/Generic","Company A","ABCDEF496","9411234561284","WH1-RACK8"
"10101384","Product number 375","Unbranded/Generic","Company A","ABCDEF497","9411234561285",""
"10101385","Product number 376","Unbranded/Generic","Company A","ABCDEF498","9411234561286",""
"10101386","Product number 377","Unbranded/Generic","Company A","ABCDEF499","9411234561287",""
"10101387","Product number 378","Unbranded/Generic","Company A","ABCDEF500","9411234561288",""
"10101388","Product number 379","Unbranded/Generic","Company A","ABCDEF501","9411234561289",""
"10101389","Product number 380","Unbranded/Generic","Company A","ABCDEF502","9411234561290",""
"10101390","Product number 381","Unbranded/Generic","Company A","ABCDEF503","9411234561291",""
"10101391","Product number 382","Unbranded/Generic","Company A","ABCDEF504","9411234561292","WH1-RACK12"
"10101392","Product number 383","Unbranded/Generic","Company A","ABCDEF505","9411234561293",""
"10101393","Product number 384","Unbranded/Generic","Company A","ABCDEF506","9411234561294",""
"10101394","Product number 385","Unbranded/Generic","Company A","ABCDEF507","9411234561295",""
"10101395","Product number 386","Unbranded/Generic","Company A","ABCDEF508","9411234561296","WH1-R10E"
"10101396","Product number 387","Unbranded/Generic","Company A","ABCDEF509","9411234561297",""
"10101397","Product number 388","Unbranded/Generic","Company A","ABCDEF510","9411234561298",""
"10101398","Product number 389","Unbranded/Generic","Company A","ABCDEF511","9411234561299",""
"10101399","Product number 390","Unbranded/Generic","Company A","ABCDEF512","9411234561300",""
"10101400","Product number 391","Unbranded/Generic","Company A","ABCDEF513","9411234561301",""
"10101401","Product number 392","Unbranded/Generic","Company A","ABCDEF514","9411234561302",""
"10101402","Product number 393","Unbranded/Generic","Company A","ABCDEF515","9411234561303",""
"10101403","Product number 394","Unbranded/Generic","Company A","ABCDEF516","9411234561304",""
"10101404","Product number 395","Unbranded/Generic","Company A","ABCDEF517","9411234561305",""
"10101405","Product number 396","Unbranded/Generic","Company A","ABCDEF518","9411234561306",""
"10101406","Product number 397","Unbranded/Generic","Company A","ABCDEF519","9411234561307","WH1-RACK1"
"10101407","Product number 398","Unbranded/Generic","Company A","ABCDEF520","9411234561308",""
"10101408","Product number 399","Unbranded/Generic","Company A","ABCDEF521","9411234561309","WH1-RACK1"
"10101409","Product number 400","Unbranded/Generic","Company A","ABCDEF522","9411234561310",""
"10101410","Product number 401","Unbranded/Generic","Company A","ABCDEF523","9411234561311",""
"10101411","Product number 402","Unbranded/Generic","Company A","ABCDEF524","9411234561312",""
"10101412","Product number 403","Unbranded/Generic","Company A","ABCDEF525","9411234561313",""
"10101413","Product number 404","Unbranded/Generic","Company A","ABCDEF526","9411234561314",""
"10101414","Product number 405","Unbranded/Generic","Company A","ABCDEF527","9411234561315",""
"10101415","Product number 406","Unbranded/Generic","Company A","ABCDEF528","9411234561316",""
"10101416","Product number 407","Unbranded/Generic","Company A","ABCDEF529","9411234561317",""
"10101417","Product number 408","Unbranded/Generic","Company A","ABCDEF530","9411234561318",""
"10101418","Product number 409","Unbranded/Generic","Company A","ABCDEF531","9411234561319",""
"10101419","Product number 410","Unbranded/Generic","Company A","ABCDEF532","9411234561320",""
"10101420","Product number 411","Unbranded/Generic","Company A","ABCDEF533","9411234561321",""
"10101421","Product number 412","Unbranded/Generic","Company A","ABCDEF534","9411234561322",""
"10101422","Product number 413","Unbranded/Generic","Company A","ABCDEF535","9411234561323",""
"10101423","Product number 414","Unbranded/Generic","Company A","ABCDEF536","9411234561324","WH1-RACK8,WH1-RACK9"
"10101424","Product number 415","Unbranded/Generic","Company A","ABCDEF537","9411234561325","WH2-ROOM4"
"10101425","Product number 416","Unbranded/Generic","Company A","ABCDEF538","9411234561326","WH1-RACK7"
"10101426","Product number 417","Unbranded/Generic","Company A","ABCDEF539","9411234561327",""
"10101427","Product number 418","Unbranded/Generic","Company A","ABCDEF540","9411234561328",""
"10101428","Product number 419","Unbranded/Generic","Company A","ABCDEF541","9411234561329","WH1-RACK7"
"10101429","Product number 420","Unbranded/Generic","Company A","ABCDEF542","9411234561330",""
"10101430","Product number 421","Unbranded/Generic","Company A","ABCDEF543","9411234561331",""
"10101431","Product number 422","Unbranded/Generic","Company A","ABCDEF544","9411234561332",""
"10101432","Product number 423","Unbranded/Generic","Company A","ABCDEF545","9411234561333","WH1-FR1"
"10101433","Product number 424","Unbranded/Generic","Company A","ABCDEF546","9411234561334","WH1-FR1"
"10101434","Product number 425","Unbranded/Generic","Company A","ABCDEF547","9411234561335","WH1-FR1"
"10101435","Product number 426","Unbranded/Generic","Company A","ABCDEF548","9411234561336","WH2-P13"
"10101436","Product number 427","Unbranded/Generic","Company A","ABCDEF549","9411234561337",""
"10101437","Product number 428","Unbranded/Generic","Company A","ABCDEF550","9411234561338",""
"10101438","Product number 429","Unbranded/Generic","Company A","ABCDEF551","9411234561339",""
"10101439","Product number 430","Unbranded/Generic","Company A","ABCDEF552","9411234561340",""
"10101440","Product number 431","Unbranded/Generic","Company A","ABCDEF553","9411234561341",""
"10101441","Product number 432","Unbranded/Generic","Company A","ABCDEF554","9411234561342",""
"10101442","Product number 433","Unbranded/Generic","Company A","ABCDEF555","9411234561343",""
"10101443","Product number 434","Unbranded/Generic","Company A","ABCDEF556","9411234561344",""
"10101444","Product number 435","Unbranded/Generic","Company A","ABCDEF557","9411234561345",""
"10101445","Product number 436","Unbranded/Generic","Company A","ABCDEF558","9411234561346",""
"10101446","Product number 437","Unbranded/Generic","Company A","ABCDEF559","9411234561347",""
"10101447","Product number 438","Unbranded/Generic","Company A","ABCDEF560","9411234561348",""
"10101448","Product number 439","Unbranded/Generic","Company A","ABCDEF561","9411234561349",""
"10101449","Product number 440","Unbranded/Generic","Company A","ABCDEF562","9411234561350",""
"10101450","Product number 441","Unbranded/Generic","Company A","ABCDEF563","9411234561351",""
"10101451","Product number 442","Unbranded/Generic","Company A","ABCDEF564","9411234561352",""
"10101452","Product number 443","Unbranded/Generic","Company A","ABCDEF565","9411234561353",""
"10101453","Product number 444","Unbranded/Generic","Company A","ABCDEF566","9411234561354",""
"10101454","Product number 445","Unbranded/Generic","Company A","ABCDEF567","9411234561355",""
"10101455","Product number 446","Unbranded/Generic","Company A","ABCDEF568","9411234561356",""
"10101456","Product number 447","Unbranded/Generic","Company A","ABCDEF569","9411234561357","WH1-FW2"
